git id,name,symbol
2243,Dragonchain,DRGN
2244,Payfair,PFR
2245,Presearch,PRE
2246,CyberMiles,CMT
2247,BlockCDN,BCDN
2248,Cappasity,CAPP
2249,Eroscoin,ERO
2250,MagicCoin,MAGE
2251,IoT Chain,ITC
2253,Jiyo,JIYO
2255,Social Send,SEND
2256,Bonpay,BON
2257,Nekonium,NUKO
2258,Snovio,SNOV
2259,StrikeBitClub,SBC
2260,Bulwark,BWK
2261,SagaCoin,SAGA
2262,COMSA [ETH],CMS
2263,Kubera Coin,KBR
2264,Tokugawa,TOK
2265,Pioneer Coin,PCOIN
2266,COMSA [XEM],CMS
2267,WaBi,WABI
2268,CrowdCoin,CRC
2269,WandX,WAND
2270,SportyCo,SPF
2271,Verify,CRED
2272,Soma,SCT
2273,Uquid Coin,UQC
2274,MediShares,MDS
2275,ProChain,PRA
2276,Ignis,IGNIS
2277,SmartMesh,SMT
2278,HollyWoodCoin,HWC
2279,Playkey,PKT
2280,Filecoin [Futures],FIL
2281,BitcoinX,BCX
2282,Super Bitcoin,SBTC
2283,Datum,DAT
2284,Trident Group,TRDT
2285,Bitair,BTCA
2286,MicroMoney,AMM
2287,LockTrip,LOC
2288,Worldcore,WRC
2289,Gifto,GTO
2290,YENTEN,YTN
2291,Genaro Network,GNX
2293,United Bitcoin,UBTC
2295,Starbase,STAR
2296,OST,OST
2297,Storm,STORM
2298,Dynamic Trading Rights,DTR
2299,aelf,ELF
2300,WAX,WAX
2303,MediBloc [QRC20],MED
2304,DEW,DEW
2305,NAGA,NGC
2306,Bread,BRD
2307,Bibox Token,BIX
2308,Dai,DAI
2309,SophiaTX,SPHTX
2310,Bounty0x,BNTY
2311,ACE (TokenStars),ACE
2312,DIMCOIN,DIM
2313,SIRIN LABS Token,SRN
2314,Cryptopay,CPAY
2315,HTMLCOIN,HTML
2316,DeepBrain Chain,DBC
2317,HomeBlockCoin,HBC
2318,Neumark,NEU
2320,UTRUST,UTK
2321,QLINK,QLC
2323,HEROcoin,PLAY
2324,BigONE Token,BIG
2325,Matryx,MTX
2327,Olympus Labs,MOT
2329,Hyper Pay,HPY
2330,Pylon Network,PYLNT
2331,ENTCash,ENT
2332,STRAKS,STAK
2333,FidentiaX,FDX
2334,BitClave,CAT
2335,Lightning Bitcoin,LBTC
2336,Game.com,GTC
2337,Lamden,TAU
2338,Escroco,ESC
2340,Bloom,BLT
2341,SwftCoin,SWFTC
2342,Covesting,COV
2343,CanYaCoin,CAN
2344,AppCoins,APPC
2345,High Performance Blockchain,HPB
2346,WaykiChain,WICC
2347,NumusCash,NUMUS
2348,Measurable Data Token,MDT
2349,Mixin,XIN
2350,GameChain System,GCS
2351,Numus,NMS
2352,Coinlancer,CL
2353,CryptopiaFeeShares,CEFS
2354,GET Protocol,GET
2355,OP Coin,OPC
2356,CFun,CFUN
2357,AI Doctor,AIDOC
2358,Content and AD Network,CAN
2359,Polis,POLIS
2360,Hacken,HKN
2361,Show,SHOW
2362,Steneum Coin,STN
2363,Zap,ZAP
2364,TokenClub,TCT
2366,FairGame,FAIR
2367,Aigang,AIX
2368,REBL,REBL
2369,INS Ecosystem,INS
2370,Bitcoin God,GOD
2371,United Traders Token,UTT
2372,Commodity Ad Network,CDX
2373,Trade Token,TIO
2374,BitDegree,BDG
2375,QunQun,QUN
2376,TopChain,TOPC
2377,Leverj,LEV
2378,Karma,KRM
2379,Kcash,KCASH
2380,ATN,ATN
2381,Spectre.ai Dividend Token,SXDT
2382,Spectre.ai Utility Token,SXUT
2383,Jingtum Tech,SWTC
2384,Vezt,VZT
2385,Cloud,CLD
2386,United Crypto Community,UCOM
2387,Bitcoin Atom,BCA
2389,ugChain,UGC
2390,Bankex,BKX
2391,EchoLink,EKO
2392,Bottos,BTO
2393,AWARE,AT
2394,Telcoin,TEL
2395,Ignition,IC
2396,WETH,WETH
2397,Hackspace Capital,HAC
2398,Selfkey,KEY
2399,Internet Node Token,INT
2400,OneRoot Network,RNT
2402,Sense,SENSE
2403,MOAC,MOAC
2404,TOKYO,TOKC
2405,IOST,IOST
2406,InvestDigital,IDT
2407,AICHAIN,AIT
2408,Qube,QUBE
2409,EtherDelta Token,EDT
2410,SpaceChain,SPC
2411,Galactrum,ORE
2412,Harvest Masternode Coin,HC
2413,Ethorse,HORSE
2414,RealChain,RCT
2415,ArbitrageCT,ARCT
2416,Theta Token,THETA
2418,Maverick Chain,MVC
2419,Profile Utility Token,PUT
2420,Nitro,NOX
2421,InsurePal,IPL
2422,IDEX Membership,IDXM
2423,Aurora DAO,AURA
2424,SingularityNET,AGI
2425,Gatcoin,GAT
2426,ShareX,SEXC
2427,ChatCoin,CHAT
2428,Scry.info,DDD
2429,Mobius,MOBI
2430,Hydro Protocol,HOT
2432,StarChain,STC
2433,IPChain,IPC
2434,Maggie,MAG
2435,LightChain,LIGHT
2436,RefToken,REF
2437,YEE,YEE
2438,Acute Angle Cloud,AAC
2439,SelfSell,SSC
2440,Read,READ
2441,Molecular Future,MOF
2443,Trinity Network Credit,TNC
2444,CRYPTO20,C20
2445,Block Array,ARY
2446,DATA,DTA
2447,Crypterium,CRPT
2448,Sparks,SPK
2450,carVertical,CV
2452,Tokenbox,TBX
2453,EDUCare,EKT
2454,UnlimitedIP,UIP
2455,PressOne,PRS
2456,OFCOIN,OF
2457,True Chain,TRUE
2458,Odyssey,OCN
2459,indaHash,IDH
2460,Qbic,QBIC
2461,Peerguess,GUESS
2462,AidCoin,AID
2464,Devery,EVE
2465,Blockport,BPT
2466,aXpire,AXP
2467,OriginTrail,TRAC
2468,LinkEye,LET
2469,Zilliqa,ZIL
2470,CoinMeet,MEET
2471,Smartlands,SLT
2472,Fortuna,FOTA
2473,All Sports,SOC
2474,Matrix AI Network,MAN
2475,Garlicoin,GRLC
2476,Ruff,RUFF
2477,Nework,NKC
2478,CoinFi,COFI
2479,Equal,EQL
2480,HalalChain,HLC
2481,Zeepin,ZPT
2482,CPChain,CPC
2483,OceanChain,OC
2484,Hi Mutual Society,HMC
2485,Candy,CANDY
2486,Speed Mining Service,SMS
2487,Electronic PK Chain,EPC
2488,ValueChain,VLC
2489,BitWhite,BTW
2490,CargoX,CXO
2491,Travelflex,TRF
2492,Elastos,ELA
2493,STK,STK
2495,Pareto Network,PARETO
2496,Polymath,POLY
2497,Medicalchain,MTN
2498,Jibrel Network,JNT
2499,SwissBorg,CHSB
2500,Zilla,ZLA
2501,adbank,ADB
2502,Huobi Token,HT
2503,DMarket,DMT
2504,Iungo,ING
2505,Bluzelle,BLZ
2506,Swarm,SWM
2507,THEKEY,TKY
2508,DCORP Utility,DRPU
2509,EtherSportz,ESZ
2510,Datawallet,DXT
2511,WePower,WPR
2512,U.CASH,UCASH
2513,GoldMint,MNTP
2514,Shekel,JEW
2515,ACChain,ACC
2516,MktCoin,MLM
2517,Animation Vision Cash,AVH
2518,LOCIcoin,LOCI
2519,Indicoin,INDI
2520,Jesus Coin,JC
2521,BioCoin,BIO
2522,Superior Coin,SUP
2523,Tigereum,TIG
2524,Universa,UTNP
2525,Alphacat,ACAT
2526,Envion,EVN
2527,SureRemit,RMT
2528,Dether,DTH
2529,Cashaa,CAS
2530,Fusion,FSN
2531,W3Coin,W3C
2532,Etherecash,ECH
2533,Restart Energy MWAT,MWAT
2534,Gladius Token,GLA
2535,DADI,DADI
2536,Neurotoken,NTK
2537,Gems ,GEM
2538,Nectar,NEC
2539,Republic Protocol,REN
2540,Litecoin Cash,LCC
2541,Storiqa,STQ
2542,Tidex Token,TDX
2543,COPYTRACK,CPY
2544,Nucleus Vision,NCASH
2545,Arcblock,ABT
2546,Remme,REM
2547,Experty,EXY
2548,POA Network,POA
2549,Ink Protocol,XNK
2550,Rock,RKT
2551,Bezop,BEZ
2552,IHT Real Estate Protocol,IHT
2553,Refereum,RFR
2554,Lympo,LYM
2555,Sether,SETH
2556,Credits,CS
2557,Bee Token,BEE
2558,Insights Network,INSTAR
2559,Cube,AUTO
2560,EZToken,EZT
2561,BitTube,TUBE
2562,Education Ecosystem,LEDU
2563,TrueUSD,TUSD
2564,HOQU,HQX
2565,StarterCoin,STAC
2566,Ontology,ONT
2567,DATx,DATX
2568,JET8,J8T
2569,CoinPoker,CHP
2570,TomoChain,TOMO
2571,Graft,GRFT
2572,BABB,BAX
2573,Electrify.Asia,ELEC
2575,Bitcoin Private,BTCP
2576,Tokenomy,TEN
2577,Ravencoin,RVN
2578,TE-FOOD,TFD
2579,ShipChain,SHIP
2580,Leadcoin,LDC
2581,Sharpe Platform Token,SHP
2582,LALA World,LALA
2583,Octoin Coin,OCC
2584,Debitum,DEB
2585,Centrality,CENNZ
2586,Havven,HAV
2587,Fluz Fluz,FLUZ
2588,Loom Network,LOOM
2589,Guaranteed Ethurance Token Extra,GETX
2590,HireMatch,HIRE
2591,Dropil,DROP
2592,Banca,BANCA
2593,Dragon Coins,DRG
2594,LatiumX,LATX
2595,NANJCOIN,NANJ
2596,CK USD,CKUSD
2597,UpToken,UP
2598,Banyan Network,BBN
2599,Noah Coin,NOAH
2600,LGO Exchange,LGO
2601,1World,1WO
2602,NaPoleonX,NPX
2603,Pundi X,NPXS
2604,Bitcoin Green,BITG
2605,BnkToTheFuture,BFT
2606,Wanchain,WAN
2607,AMLT,AMLT
2608,Mithril,MITH
2609,Lendroid Support Token,LST
2610,Peculium,PCL
2611,Spectiv,SIG
2612,BitRent,RNTB
2614,BlitzPredict,XBP
2615,Blocklancer,LNC
2616,Stipend,SPD
2617,IP Exchange,IPSX
2618,StockChain,SCC
2619,BitStation,BSTN
2620,Switcheo,SWTH
2621,Consensus,SEN
2624,Sentinel Chain,SENC
2625,Vice Industry Token,VIT
2626,Friendz,FDZ
2627,TokenPay,TPAY
2628,Rentberry,BERRY
2629,Stellite,XTL
2630,PolySwarm,NCT
2631,ODEM,ODE
2632,Monero Original,XMO
2633,Stakenet,XSN
2634,XinFin Network,XDCE
2635,TokenDesk,TDS
2636,BelugaPay,BBI
2637,Fidelium,FID
2638,Cortex,CTXC
2639,Arbitracoin,ATC
2640,WCOIN,WIN
2641,Apex,CPX
2642,CyberVein,CVT
2643,Sentinel,SENT
2644,eosDAC,EOSDAC
2645,U Network,UUU
2646,AdHive,ADH
2647,SnipCoin,SNIP
2648,Bitsum,BSM
2649,DeviantCoin,DEV
2650,CommerceBlock,CBT
2651,GreenMed,GRMD
2652,Curriculum Vitae,CVH
2653,Auctus,AUC
2654,Budbo,BUBO
2655,Monero Classic,XMC
2656,Daneel,DAN
2657,BrahmaOS,BRM
2658,SyncFab,MFG
2659,Dignity,DIG
2660,Aditus,ADI
2661,Tripio,TRIO
2662,Haven Protocol,XHV
2663,StarCoin,KST
2664,CryCash,CRC
2665,Dero,DERO
2666,Effect.AI,EFX
2667,FintruX Network,FTX
2668,Earth Token,EARTH
2669,MARK.SPACE,MRK
2670,Pixie Coin,PXC
2671,Cropcoin,CROP
2672,SRCOIN,SRCOIN
2673,Chainium,CHX
2674,Masari,MSR
2675,Dock,DOCK
2676,PHI Token,PHI
2677,Linker Coin,LNC
2678,TraDove B2BCoin,BBC
2679,Decentralized Machine Learning,DML
2680,Helbiz,HBZ
2681,Origami,ORI
2682,Holo,HOT
2683,TrakInvest,TRAK
2684,Aphelion,APH
2685,Zebi,ZCO
2686,Lendingblock,LND
2687,Proxeus,XES
2688,Vipstar Coin,VIPS
2689,Rublix,RBLX
2690,Biotron,BTRN
2691,Penta,PNT
2692,Nebula AI,NBAI
2693,Loopring [NEO],LRN
2694,Nexo,NEXO
2695,VeriME,VME
2696,DAEX,DAX
2698,Hydro,HYDRO
2699,Sharder,SS
2701,TrustNote,TTT
2702,Bitcoin Interest,BCI
2703,BetterBetting,BETR
2704,Transcodium,TNS
2705,Amon,AMN
2706,Plancoin,PLAN
2707,FLIP,FLP
2708,Crowd Machine,CMCT
2709,Morpheus Labs,MITX
2710,Live Stars,LIVE
2711,Docademic,MTC
2712,MyToken,MT
2713,KEY,KEY
2714,Nexty,NTY
2715,ConnectJob,CJT
2717,BoutsPro,BOUTS
2718,PolicyPal Network,PAL
2719,Cybereits,CRE
2720,Parkgene,GENE
2721,APR Coin,APR
2722,AC3,AC3
2723,FuzeX,FXT
2724,Zippie,ZIPT
2725,Skrumble Network,SKM
2726,DAOstack,GEN
2727,Bezant,BZNT
2729,TEAM (TokenStars),TEAM
2730,Fitrova,FRV
2731,Utrum,OOT
2732,Aston,ATX
2733,Freyrchain,FREC
2734,EduCoin,EDU
2735,Content Neutrality Network,CNN
2736,InsurChain,INSUR
2737,Global Social Chain,GSC
2738,Super Game Chain,SGCC
2739,Digix Gold Token,DGX
2740,Influence Chain,INC
2741,Intelligent Investment Chain,IIC
2742,Sakura Bloom,SKB
2743,Bank Coin,BANK
2744,NPER,NPER
2746,DasCoin,DASC
2747,BlockMesh,BMH
2748,Loki,LOKI
2749,Signals Network,SGN
2750,Oyster Shell,SHL
2751,FundRequest,FND
2752,Datarius Credit,DTRC
2753,Colu Local Network,CLN
2754,HeroNode,HER
2755,Hero,HERO
2756,Tokia,TKA
2757,Callisto Network,CLO
2758,Unibright,UBT
2759,Patron,PAT
2760,Libra Credit,LBA
2761,Local World Forwarders,LWF
2762,Open Platform,OPEN
2763,Morpheus Network,MORPH
2764,Silent Notary,SNTR
2765,XYO Network,XYO
2766,Cryptaur,CPT
2767,APIS,APIS
2768,Fabric Token,FT
2769,Rhenium,XRH
2770,Cazcoin,CAZ
2771,RED,RED
2772,Digitex Futures,DGTX
2773,GINcoin,GIN
2774,Invacio,INV
2775,Faceter,FACE
2776,Travala,AVA
2777,IoTeX,IOTX
2778,Eximchain,EXC
2779,Level Up Coin,LUC
2780,NKN,NKN
2825,Naviaddress,NAVI
2826,ZIP,ZIP
2827,Phantasma,SOUL
2828,SPINDLE,SPD
2829,REPO,REPO
2830,Seele,SEELE
2831,EJOY,EJOY
2833,Ivy,IVY
2834,ContractNet,CNET
2835,Endor Protocol,EDR
2836,Bigbom,BBO
2837,0xBitcoin,0xBTC
2838,PCHAIN,PAI
2840,QuarkChain,QKC
2841,LoyalCoin,LYL
2842,Bankera,BNK
2843,Ether Zero,ETZ
2844,Shivom,OMX
2845,MediBloc [ERC20],MEDX
2846,FuturoCoin,FTO
2847,The Abyss,ABYSS
2848,Paymon,PMNT
2849,Hurify,HUR
2850,TRAXIA,TMT
2852,Engine,EGCC
2853,MIRQ,MRQ
2854,PikcioChain,PKC
2855,CashBet Coin,CBC
2856,CEEK VR,CEEK
2857,SalPay,SAL
2858,Couchain,COU
2859,XMax,XMX
2861,GoChain,GO
2862,Smartshare,SSP
2865,Trittium,TRTT
2866,Sentinel Protocol,UPP
2867,Bittwatt,BWT
2868,Constellation,DAG
2869,Merculet,MVP
2870,FantasyGold,FGC
2872,EnergiToken,ETK
2873,Metronome,MET
2874,Aurora,AOA
2875,ALAX,ALX
2876,Ternio,TERN
2877,Bodhi [ETH],BOE
2878,DigiFinexToken,DFT
2879,Origin Sport,ORS
2880,Rate3,RTE
2881,Distributed Credit Chain,DCC
2882,0chain,ZCN
2883,ZINC,ZINC
2884,Forty Seven Bank,FSBT
2885,Egretia,EGT
2886,TaTaTu,TTU
2887,Dorado,DOR
2888,CarBlock,CAR
2889,Bob's Repair,BOB
2890,KanadeCoin,KNDC
2891,Cardstack,CARD
2892,Wowbit,WWB
2893,On.Live,ONL
2894,OTCBTC Token,OTB
2895,Coni,CONI
2896,Mainframe,MFT
2897,Clipper Coin,CCCX
2898,GoNetwork,GOT
2899,Thrive Token,THRT
2900,Project Pai,PAI
2901,FansTime,FTI
2902,POPCHAIN,PCH
2903,SEER,SEER
2904,FCoin Token,FT
2906,Essentia,ESS
2907,Karatgold Coin,KBC
2908,HashCoin,HSC
2909,LikeCoin,LIKE
2910,Crowdholding,YUP
2911,ORS Group,ORS
2912,SnowGem,XSG
2913,DaTa eXchange,DTX
2914,BeeKan,BKBT
2915,Mossland,MOC
2917,Saifu,SFU
2918,Bit-Z Token,BZ
2919,DWS,DWS
2920,0xcert,ZXC
2921,OneLedger,OLT
2922,Atonomi,ATMI
2923,XMCT,XMCT
2925,RECORD,RCD
2927,nUSD,NUSD
2928,PlayCoin,PLY
2929,Truegame,TGAME
2930,Everipedia,IQ
2931,Engagement Token,ENGT
2932,No BS Crypto,NOBS
2933,BitMart Token,BMX
2937,VITE,VITE
2938,Hashgard,GARD
2939,Scroll,SCRL
2940,Sp8de,SPX
2942,Aegeus,AEG
2943,Rocket Pool,RPL
2944,Elysian,ELY
2945,ContentBox,BOX
2946,Proton Token,PTT
2947,SoPay,SOP
2948,Jury.Online Token,JOT
2949,Kryll,KRL
2950,LemoChain,LEMO
